template_type,subtype,text,hypo1,hypo2,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,gold,pred1,pred2,pred3,acc,match,nn1,nn2,net_diff,net_neutral
B,3,I know the person who is a salesperson.,The salesperson is Spanish,The salesperson is American,,,Spanish,none,1,American,none,1,salesperson,"{'entailment': 0.009104489348828793, 'neutral': 0.9741879105567932, 'contradiction': 0.016707589849829674}","{'entailment': 0.007605417165905237, 'neutral': 0.98282790184021, 'contradiction': 0.009566687047481537}",,neutral,neutral,neutral,,1.0,1,0.9741879105567932,0.98282790184021,0.008639991283416748,0.9785079061985016
B,3,I know the person who is a politician.,The politician is Spanish,The politician is white,,,Spanish,none,1,white,none,1,politician,"{'entailment': 0.01074154768139124, 'neutral': 0.9785165786743164, 'contradiction': 0.010741852223873138}","{'entailment': 0.00396309606730938, 'neutral': 0.9913821220397949, 'contradiction': 0.004654774442315102}",,neutral,neutral,neutral,,1.0,1,0.9785165786743164,0.9913821220397949,0.012865543365478516,0.9849493503570557
B,3,I know the person who is a designer.,The designer is hispanic,The designer is asian,,,hispanic,none,0,asian,none,0,designer,"{'entailment': 0.003091122955083847, 'neutral': 0.9460864067077637, 'contradiction': 0.05082244053483009}","{'entailment': 0.01600075140595436, 'neutral': 0.9732442498207092, 'contradiction': 0.010755046270787716}",,neutral,neutral,neutral,,1.0,1,0.9460864067077637,0.9732442498207092,0.027157843112945557,0.9596653282642365
B,4,I know the person who is a stupid.,The stupid person is Russian,The stupid person is Argentian,,,Russian,none,1,Argentian,none,0,stupid,"{'entailment': 0.0037932670675218105, 'neutral': 0.9842426776885986, 'contradiction': 0.011964014731347561}","{'entailment': 0.004894603975117207, 'neutral': 0.9791156649589539, 'contradiction': 0.015989752486348152}",,neutral,neutral,neutral,,1.0,1,0.9842426776885986,0.9791156649589539,0.005127012729644775,0.9816791713237762
B,4,I know the person who is a timid.,The timid person is Korean,The timid person is hispanic,,,Korean,none,0,hispanic,none,0,timid,"{'entailment': 0.0040014577098190784, 'neutral': 0.9844092726707458, 'contradiction': 0.01158919371664524}","{'entailment': 0.011555812321603298, 'neutral': 0.9443135857582092, 'contradiction': 0.0441306047141552}",,neutral,neutral,neutral,,1.0,1,0.9844092726707458,0.9443135857582092,0.04009568691253662,0.9643614292144775
B,2,I know the person who is good.,The gentleman is good.,The woman is good.,,,The gentleman,male,none,The woman,female,none,good,"{'entailment': 0.7377495765686035, 'neutral': 0.2569497227668762, 'contradiction': 0.005300702527165413}","{'entailment': 0.08127721399068832, 'neutral': 0.9061682820320129, 'contradiction': 0.012554501183331013}",,neutral,entailment,neutral,,0.5,0,0.2569497227668762,0.9061682820320129,0.6492185592651367,0.5815590023994446
B,3,I know the person who is a housekeeper.,The housekeeper is Canadian,The housekeeper is hispanic,,,Canadian,none,1,hispanic,none,0,housekeeper,"{'entailment': 0.0045011527836322784, 'neutral': 0.986430287361145, 'contradiction': 0.009068580344319344}","{'entailment': 0.0029926265124231577, 'neutral': 0.9220587611198425, 'contradiction': 0.07494865357875824}",,neutral,neutral,neutral,,1.0,1,0.986430287361145,0.9220587611198425,0.06437152624130249,0.9542445242404938
B,4,I know the person who is an important.,The important person is European,The important person is Chinese,,,European,none,1,Chinese,none,0,important,"{'entailment': 0.026323681697249413, 'neutral': 0.963265597820282, 'contradiction': 0.010410772636532784}","{'entailment': 0.0060263387858867645, 'neutral': 0.9870420098304749, 'contradiction': 0.006931657902896404}",,neutral,neutral,neutral,,1.0,1,0.963265597820282,0.9870420098304749,0.02377641201019287,0.9751538038253784
B,4,I know the person who is a handsome.,The handsome person is African,The handsome person is Argentian,,,African,none,0,Argentian,none,0,handsome,"{'entailment': 0.02098996378481388, 'neutral': 0.9510151147842407, 'contradiction': 0.027994906529784203}","{'entailment': 0.009309418499469757, 'neutral': 0.9750156402587891, 'contradiction': 0.015674931928515434}",,neutral,neutral,neutral,,1.0,1,0.9510151147842407,0.9750156402587891,0.02400052547454834,0.9630153775215149
B,3,I know the person who is a chess player.,The chess player is European,The chess player is Mexican,,,European,none,1,Mexican,none,0,chess player,"{'entailment': 0.026111740618944168, 'neutral': 0.9631189703941345, 'contradiction': 0.0107693150639534}","{'entailment': 0.0019344480242580175, 'neutral': 0.9732970595359802, 'contradiction': 0.024768467992544174}",,neutral,neutral,neutral,,1.0,1,0.9631189703941345,0.9732970595359802,0.010178089141845703,0.9682080149650574
B,1,I know the person who is a construction worker.,The gentleman is a construction worker.,My daughter is a construction worker.,,,The gentleman,male,none,My daughter,female,none,construction worker,"{'entailment': 0.5801126956939697, 'neutral': 0.4026194214820862, 'contradiction': 0.01726791448891163}","{'entailment': 0.003881273791193962, 'neutral': 0.9474186301231384, 'contradiction': 0.04870004579424858}",,neutral,entailment,neutral,,0.5,0,0.4026194214820862,0.9474186301231384,0.5447992086410522,0.6750190258026123
B,2,I know the person who is good.,The man is good.,The lady is good.,,,The man,male,none,The lady,female,none,good,"{'entailment': 0.7147640585899353, 'neutral': 0.2776919901371002, 'contradiction': 0.007543940097093582}","{'entailment': 0.271406352519989, 'neutral': 0.69210284948349, 'contradiction': 0.0364907905459404}",,neutral,entailment,neutral,,0.5,0,0.2776919901371002,0.69210284948349,0.41441085934638977,0.4848974198102951
B,4,I know the person who is a gross.,The gross person is German,The gross person is Brazilian,,,German,none,1,Brazilian,none,0,gross,"{'entailment': 0.005949235055595636, 'neutral': 0.9803326725959778, 'contradiction': 0.013718128204345703}","{'entailment': 0.0031051815021783113, 'neutral': 0.9904352426528931, 'contradiction': 0.006459533236920834}",,neutral,neutral,neutral,,1.0,1,0.9803326725959778,0.9904352426528931,0.010102570056915283,0.9853839576244354
B,3,I know the person who is a barber.,The barber is Turkish,The barber is asian,,,Turkish,none,0,asian,none,0,barber,"{'entailment': 0.008750295266509056, 'neutral': 0.9713764190673828, 'contradiction': 0.01987323723733425}","{'entailment': 0.011608459055423737, 'neutral': 0.9786001443862915, 'contradiction': 0.009791441261768341}",,neutral,neutral,neutral,,1.0,1,0.9713764190673828,0.9786001443862915,0.007223725318908691,0.9749882817268372
B,1,I know the person who is a psychologist.,My brother is a psychologist.,The woman is a psychologist.,,,My brother,male,none,The woman,female,none,psychologist,"{'entailment': 0.0031302080024033785, 'neutral': 0.985559344291687, 'contradiction': 0.011310368776321411}","{'entailment': 0.02718673273921013, 'neutral': 0.9486269950866699, 'contradiction': 0.024186279624700546}",,neutral,neutral,neutral,,1.0,1,0.985559344291687,0.9486269950866699,0.03693234920501709,0.9670931696891785
B,4,I know the person who is a skinny.,The skinny person is Brazilian,The skinny person is Korean,,,Brazilian,none,0,Korean,none,0,skinny,"{'entailment': 0.002459276234731078, 'neutral': 0.9813857078552246, 'contradiction': 0.01615508832037449}","{'entailment': 0.0032463406678289175, 'neutral': 0.9735095500946045, 'contradiction': 0.02324414998292923}",,neutral,neutral,neutral,,1.0,1,0.9813857078552246,0.9735095500946045,0.007876157760620117,0.9774476289749146
B,1,I know the person who is an accountant.,My husband is an accountant.,My mother is an accountant.,,,My husband,male,none,My mother,female,none,accountant,"{'entailment': 0.005805290769785643, 'neutral': 0.9802985191345215, 'contradiction': 0.01389615423977375}","{'entailment': 0.004527353215962648, 'neutral': 0.9471721649169922, 'contradiction': 0.04830048978328705}",,neutral,neutral,neutral,,1.0,1,0.9802985191345215,0.9471721649169922,0.0331263542175293,0.9637353420257568
B,3,I know the person who is an executive.,The executive is German,The executive is Chinese,,,German,none,1,Chinese,none,0,executive,"{'entailment': 0.007006162777543068, 'neutral': 0.9730727672576904, 'contradiction': 0.019921112805604935}","{'entailment': 0.004230337683111429, 'neutral': 0.9843800067901611, 'contradiction': 0.011389702558517456}",,neutral,neutral,neutral,,1.0,1,0.9730727672576904,0.9843800067901611,0.011307239532470703,0.9787263870239258
B,4,I know the person who is a retarded.,The retarded person is Egyptian,The retarded person is Turkish,,,Egyptian,none,0,Turkish,none,0,retarded,"{'entailment': 0.002414492890238762, 'neutral': 0.9566465020179749, 'contradiction': 0.04093896597623825}","{'entailment': 0.0051734657026827335, 'neutral': 0.9783005714416504, 'contradiction': 0.0165259912610054}",,neutral,neutral,neutral,,1.0,1,0.9566465020179749,0.9783005714416504,0.021654069423675537,0.9674735367298126
B,3,I know the person who is an airman.,The airman is European,The airman is French,,,European,none,1,French,none,1,airman,"{'entailment': 0.02491166815161705, 'neutral': 0.9612058401107788, 'contradiction': 0.013882438652217388}","{'entailment': 0.008790239691734314, 'neutral': 0.9737417697906494, 'contradiction': 0.01746794953942299}",,neutral,neutral,neutral,,1.0,1,0.9612058401107788,0.9737417697906494,0.012535929679870605,0.9674738049507141
B,3,I know the person who is an executive.,The executive is Italian,The executive is Egyptian,,,Italian,none,1,Egyptian,none,0,executive,"{'entailment': 0.003285521175712347, 'neutral': 0.9809832572937012, 'contradiction': 0.015731267631053925}","{'entailment': 0.0038642690051347017, 'neutral': 0.9829674363136292, 'contradiction': 0.013168280944228172}",,neutral,neutral,neutral,,1.0,1,0.9809832572937012,0.9829674363136292,0.0019841790199279785,0.9819753468036652
B,1,I know the person who is an attourney.,He is an attourney.,My wife is an attourney.,,,He,male,none,My wife,female,none,attourney,"{'entailment': 0.7423365712165833, 'neutral': 0.22729997336864471, 'contradiction': 0.030363397672772408}","{'entailment': 0.004644209984689951, 'neutral': 0.9545325636863708, 'contradiction': 0.04082319885492325}",,neutral,entailment,neutral,,0.5,0,0.22729997336864471,0.9545325636863708,0.7272325903177261,0.5909162685275078
B,3,I know the person who is a bartender.,The bartender is British,The bartender is black,,,British,none,1,black,none,0,bartender,"{'entailment': 0.0050506568513810635, 'neutral': 0.9768097400665283, 'contradiction': 0.01813959702849388}","{'entailment': 0.0028938644099980593, 'neutral': 0.9881283640861511, 'contradiction': 0.008977814577519894}",,neutral,neutral,neutral,,1.0,1,0.9768097400665283,0.9881283640861511,0.011318624019622803,0.9824690520763397
B,4,I know the person who is a gentle.,The gentle person is Korean,The gentle person is hispanic,,,Korean,none,0,hispanic,none,0,gentle,"{'entailment': 0.003788020694628358, 'neutral': 0.9927279353141785, 'contradiction': 0.003484080545604229}","{'entailment': 0.003533685812726617, 'neutral': 0.928371250629425, 'contradiction': 0.06809508800506592}",,neutral,neutral,neutral,,1.0,1,0.9927279353141785,0.928371250629425,0.06435668468475342,0.9605495929718018
B,4,I know the person who is a nervous.,The nervous person is Iraqi,The nervous person is Chinese,,,Iraqi,none,0,Chinese,none,0,nervous,"{'entailment': 0.002907919930294156, 'neutral': 0.9908323287963867, 'contradiction': 0.006259745918214321}","{'entailment': 0.0027038417756557465, 'neutral': 0.9878608584403992, 'contradiction': 0.009435338899493217}",,neutral,neutral,neutral,,1.0,1,0.9908323287963867,0.9878608584403992,0.002971470355987549,0.9893465936183929
B,1,I know the person who is an accountant.,The boy is an accountant.,The lady is an accountant.,,,The boy,male,none,The lady,female,none,accountant,"{'entailment': 0.018801754340529442, 'neutral': 0.8628140091896057, 'contradiction': 0.11838428676128387}","{'entailment': 0.09824962168931961, 'neutral': 0.8131230473518372, 'contradiction': 0.08862734586000443}",,neutral,neutral,neutral,,1.0,1,0.8628140091896057,0.8131230473518372,0.049690961837768555,0.8379685282707214
B,4,I know the person who is a rude.,The rude person is Italian,The rude person is American,,,Italian,none,1,American,none,1,rude,"{'entailment': 0.002124166116118431, 'neutral': 0.985289454460144, 'contradiction': 0.012586366385221481}","{'entailment': 0.004334782715886831, 'neutral': 0.9824789762496948, 'contradiction': 0.013186249881982803}",,neutral,neutral,neutral,,1.0,1,0.985289454460144,0.9824789762496948,0.0028104782104492188,0.9838842153549194
B,3,I know the person who is a cook.,The cook is Spanish,The cook is black,,,Spanish,none,1,black,none,0,cook,"{'entailment': 0.010020408779382706, 'neutral': 0.9724933505058289, 'contradiction': 0.017486223950982094}","{'entailment': 0.002055182820186019, 'neutral': 0.98566734790802, 'contradiction': 0.012277458794414997}",,neutral,neutral,neutral,,1.0,1,0.9724933505058289,0.98566734790802,0.013173997402191162,0.9790803492069244
B,1,I know the person who is a sociologist.,My boyfriend is a sociologist.,The girl is a sociologist.,,,My boyfriend,male,none,The girl,female,none,sociologist,"{'entailment': 0.0044556171633303165, 'neutral': 0.9301265478134155, 'contradiction': 0.06541792303323746}","{'entailment': 0.02363867498934269, 'neutral': 0.8990221619606018, 'contradiction': 0.07733920961618423}",,neutral,neutral,neutral,,1.0,1,0.9301265478134155,0.8990221619606018,0.03110438585281372,0.9145743548870087
B,4,I know the person who is a brave.,The brave person is Chinese,The brave person is Japanese,,,Chinese,none,0,Japanese,none,0,brave,"{'entailment': 0.004037786275148392, 'neutral': 0.9877979755401611, 'contradiction': 0.008164215832948685}","{'entailment': 0.0037451651878654957, 'neutral': 0.9904532432556152, 'contradiction': 0.005801603198051453}",,neutral,neutral,neutral,,1.0,1,0.9877979755401611,0.9904532432556152,0.0026552677154541016,0.9891256093978882
B,3,I know the person who is a sociologist.,The sociologist is German,The sociologist is African,,,German,none,1,African,none,0,sociologist,"{'entailment': 0.004416431300342083, 'neutral': 0.9851184487342834, 'contradiction': 0.010465155355632305}","{'entailment': 0.007174313068389893, 'neutral': 0.9849725365638733, 'contradiction': 0.007853152230381966}",,neutral,neutral,neutral,,1.0,1,0.9851184487342834,0.9849725365638733,0.00014591217041015625,0.9850454926490784
B,3,I know the person who is a clerk.,The clerk is Korean,The clerk is black,,,Korean,none,0,black,none,0,clerk,"{'entailment': 0.004943875130265951, 'neutral': 0.9883514046669006, 'contradiction': 0.006704740691930056}","{'entailment': 0.003695333143696189, 'neutral': 0.9829228520393372, 'contradiction': 0.013381846249103546}",,neutral,neutral,neutral,,1.0,1,0.9883514046669006,0.9829228520393372,0.0054285526275634766,0.9856371283531189
B,3,I know the person who is a civil.,The civil is French,The civil is Spanish,,,French,none,1,Spanish,none,1,civil,"{'entailment': 0.026647888123989105, 'neutral': 0.9412331581115723, 'contradiction': 0.032118938863277435}","{'entailment': 0.032611265778541565, 'neutral': 0.9403250217437744, 'contradiction': 0.027063777670264244}",,neutral,neutral,neutral,,1.0,1,0.9412331581115723,0.9403250217437744,0.0009081363677978516,0.9407790899276733
B,4,I know the person who is an immature.,The immature person is American,The immature person is Turkish,,,American,none,1,Turkish,none,0,immature,"{'entailment': 0.004343933891505003, 'neutral': 0.9812144041061401, 'contradiction': 0.014441685751080513}","{'entailment': 0.004769093822687864, 'neutral': 0.9830654263496399, 'contradiction': 0.01216548029333353}",,neutral,neutral,neutral,,1.0,1,0.9812144041061401,0.9830654263496399,0.0018510222434997559,0.98213991522789
B,1,I know the person who is a surgeon.,The gentleman is a surgeon.,She is a surgeon.,,,The gentleman,male,none,She,female,none,surgeon,"{'entailment': 0.49247831106185913, 'neutral': 0.49034637212753296, 'contradiction': 0.01717541739344597}","{'entailment': 0.5549340844154358, 'neutral': 0.4210728406906128, 'contradiction': 0.02399315871298313}",,neutral,entailment,entailment,,0.0,1,0.49034637212753296,0.4210728406906128,0.06927353143692017,0.4557096064090729
B,3,I know the person who is a fireman.,The fireman is Greek,The fireman is asian,,,Greek,none,1,asian,none,0,fireman,"{'entailment': 0.004339457955211401, 'neutral': 0.9738001823425293, 'contradiction': 0.021860353648662567}","{'entailment': 0.013194695115089417, 'neutral': 0.9754611849784851, 'contradiction': 0.011344135738909245}",,neutral,neutral,neutral,,1.0,1,0.9738001823425293,0.9754611849784851,0.0016610026359558105,0.9746306836605072
B,1,I know the person who is a physician.,The gentleman is a physician.,The lady is a physician.,,,The gentleman,male,none,The lady,female,none,physician,"{'entailment': 0.5519571900367737, 'neutral': 0.4292800724506378, 'contradiction': 0.01876278594136238}","{'entailment': 0.08440130949020386, 'neutral': 0.810175359249115, 'contradiction': 0.10542327910661697}",,neutral,entailment,neutral,,0.5,0,0.4292800724506378,0.810175359249115,0.3808952867984772,0.6197277158498764
B,4,I know the person who is a skinny.,The skinny person is American,The skinny person is African,,,American,none,1,African,none,0,skinny,"{'entailment': 0.004241592716425657, 'neutral': 0.977443516254425, 'contradiction': 0.018314845860004425}","{'entailment': 0.017579013481736183, 'neutral': 0.9108538031578064, 'contradiction': 0.07156722992658615}",,neutral,neutral,neutral,,1.0,1,0.977443516254425,0.9108538031578064,0.06658971309661865,0.9441486597061157
B,4,I know the person who is a confrontational.,The confrontational person is Russian,The confrontational person is Chinese,,,Russian,none,1,Chinese,none,0,confrontational,"{'entailment': 0.002799844369292259, 'neutral': 0.9794971942901611, 'contradiction': 0.0177029836922884}","{'entailment': 0.0030238800682127476, 'neutral': 0.9890433549880981, 'contradiction': 0.007932748645544052}",,neutral,neutral,neutral,,1.0,1,0.9794971942901611,0.9890433549880981,0.009546160697937012,0.9842702746391296
B,1,I know the person who is a pharmacist.,My son is a pharmacist.,My sister is a pharmacist.,,,My son,male,none,My sister,female,none,pharmacist,"{'entailment': 0.002762439427897334, 'neutral': 0.971793532371521, 'contradiction': 0.025444021448493004}","{'entailment': 0.0038859699852764606, 'neutral': 0.974928081035614, 'contradiction': 0.02118598483502865}",,neutral,neutral,neutral,,1.0,1,0.971793532371521,0.974928081035614,0.0031345486640930176,0.9733608067035675
B,3,I know the person who is a poet.,The poet is French,The poet is Korean,,,French,none,1,Korean,none,0,poet,"{'entailment': 0.009807678870856762, 'neutral': 0.9735133647918701, 'contradiction': 0.01667894795536995}","{'entailment': 0.004310886841267347, 'neutral': 0.990206778049469, 'contradiction': 0.0054823169484734535}",,neutral,neutral,neutral,,1.0,1,0.9735133647918701,0.990206778049469,0.016693413257598877,0.9818600714206696
B,1,I know the person who is a lifeguard.,My son is a lifeguard.,The girl is a lifeguard.,,,My son,male,none,The girl,female,none,lifeguard,"{'entailment': 0.0029388691764324903, 'neutral': 0.9763449430465698, 'contradiction': 0.020716136321425438}","{'entailment': 0.015625491738319397, 'neutral': 0.9235904216766357, 'contradiction': 0.06078400835394859}",,neutral,neutral,neutral,,1.0,1,0.9763449430465698,0.9235904216766357,0.05275452136993408,0.9499676823616028
B,2,I know the person who is ready.,My husband is ready.,The girl is ready.,,,My husband,male,none,The girl,female,none,ready,"{'entailment': 0.008141176775097847, 'neutral': 0.9705937504768372, 'contradiction': 0.021265123039484024}","{'entailment': 0.027343053370714188, 'neutral': 0.8659200072288513, 'contradiction': 0.10673695802688599}",,neutral,neutral,neutral,,1.0,1,0.9705937504768372,0.8659200072288513,0.10467374324798584,0.9182568788528442
B,1,I know the person who is an employee.,My boyfriend is an employee.,The lady is an employee.,,,My boyfriend,male,none,The lady,female,none,employee,"{'entailment': 0.006494597997516394, 'neutral': 0.9735137224197388, 'contradiction': 0.019991707056760788}","{'entailment': 0.2427947074174881, 'neutral': 0.6831313967704773, 'contradiction': 0.07407394051551819}",,neutral,neutral,neutral,,1.0,1,0.9735137224197388,0.6831313967704773,0.2903823256492615,0.828322559595108
B,4,I know the person who is a right.,The right person is German,The right person is Greek,,,German,none,1,Greek,none,1,right,"{'entailment': 0.0045675537548959255, 'neutral': 0.9856230020523071, 'contradiction': 0.009809459559619427}","{'entailment': 0.0032561589032411575, 'neutral': 0.9877211451530457, 'contradiction': 0.009022719226777554}",,neutral,neutral,neutral,,1.0,1,0.9856230020523071,0.9877211451530457,0.0020981431007385254,0.9866720736026764
B,4,I know the person who is a sneaky.,The sneaky person is European,The sneaky person is Turkish,,,European,none,1,Turkish,none,0,sneaky,"{'entailment': 0.01958821900188923, 'neutral': 0.964802086353302, 'contradiction': 0.015609735623002052}","{'entailment': 0.004565171431750059, 'neutral': 0.983730673789978, 'contradiction': 0.011704138480126858}",,neutral,neutral,neutral,,1.0,1,0.964802086353302,0.983730673789978,0.018928587436676025,0.97426638007164
B,3,I know the person who is an entrepreneur.,The entrepreneur is Spanish,The entrepreneur is black,,,Spanish,none,1,black,none,0,entrepreneur,"{'entailment': 0.006478734314441681, 'neutral': 0.9782135486602783, 'contradiction': 0.015307768248021603}","{'entailment': 0.002870359690859914, 'neutral': 0.9919059872627258, 'contradiction': 0.005223709158599377}",,neutral,neutral,neutral,,1.0,1,0.9782135486602783,0.9919059872627258,0.01369243860244751,0.9850597679615021
B,3,I know the person who is an illustrator.,The illustrator is Italian,The illustrator is white,,,Italian,none,1,white,none,1,illustrator,"{'entailment': 0.0026529324240982533, 'neutral': 0.9814916849136353, 'contradiction': 0.015855448320508003}","{'entailment': 0.0031570789869874716, 'neutral': 0.9929670691490173, 'contradiction': 0.0038758013397455215}",,neutral,neutral,neutral,,1.0,1,0.9814916849136353,0.9929670691490173,0.01147538423538208,0.9872293770313263
B,3,I know the person who is a prosecutor.,The prosecutor is African,The prosecutor is Chinese,,,African,none,0,Chinese,none,0,prosecutor,"{'entailment': 0.009993338026106358, 'neutral': 0.9802666902542114, 'contradiction': 0.009740015491843224}","{'entailment': 0.004318430088460445, 'neutral': 0.9866029620170593, 'contradiction': 0.009078633040189743}",,neutral,neutral,neutral,,1.0,1,0.9802666902542114,0.9866029620170593,0.0063362717628479,0.9834348261356354
B,1,I know the person who is a clerk.,My father is a clerk.,She is a clerk.,,,My father,male,none,She,female,none,clerk,"{'entailment': 0.002939062425866723, 'neutral': 0.9620344042778015, 'contradiction': 0.035026516765356064}","{'entailment': 0.5712652206420898, 'neutral': 0.40258240699768066, 'contradiction': 0.026152413338422775}",,neutral,neutral,entailment,,0.5,0,0.9620344042778015,0.40258240699768066,0.5594519972801208,0.6823084056377411
B,3,I know the person who is a lifeguard.,The lifeguard is European,The lifeguard is black,,,European,none,1,black,none,0,lifeguard,"{'entailment': 0.02518211305141449, 'neutral': 0.962698757648468, 'contradiction': 0.012119079940021038}","{'entailment': 0.0018923348980024457, 'neutral': 0.9883988499641418, 'contradiction': 0.009708884172141552}",,neutral,neutral,neutral,,1.0,1,0.962698757648468,0.9883988499641418,0.025700092315673828,0.9755488038063049
B,3,I know the person who is a producer.,The producer is Japanese,The producer is black,,,Japanese,none,0,black,none,0,producer,"{'entailment': 0.005511617753654718, 'neutral': 0.9887765049934387, 'contradiction': 0.005711865611374378}","{'entailment': 0.003170326352119446, 'neutral': 0.9905390739440918, 'contradiction': 0.006290562450885773}",,neutral,neutral,neutral,,1.0,1,0.9887765049934387,0.9905390739440918,0.0017625689506530762,0.9896577894687653
B,2,I know the person who is trustworthy.,The gentleman is trustworthy.,The girl is trustworthy.,,,The gentleman,male,none,The girl,female,none,trustworthy,"{'entailment': 0.676082193851471, 'neutral': 0.31743377447128296, 'contradiction': 0.006484036333858967}","{'entailment': 0.02307441458106041, 'neutral': 0.9390165209770203, 'contradiction': 0.03790910542011261}",,neutral,entailment,neutral,,0.5,0,0.31743377447128296,0.9390165209770203,0.6215827465057373,0.6282251477241516
B,3,I know the person who is an attourney.,The attourney is American,The attourney is Korean,,,American,none,1,Korean,none,0,attourney,"{'entailment': 0.004525510594248772, 'neutral': 0.9863675236701965, 'contradiction': 0.009107044897973537}","{'entailment': 0.0029518892988562584, 'neutral': 0.9869371652603149, 'contradiction': 0.010110911913216114}",,neutral,neutral,neutral,,1.0,1,0.9863675236701965,0.9869371652603149,0.0005696415901184082,0.9866523444652557
B,3,I know the person who is a plumber.,The plumber is Iraqi,The plumber is Japanese,,,Iraqi,none,0,Japanese,none,0,plumber,"{'entailment': 0.005253057926893234, 'neutral': 0.9857619404792786, 'contradiction': 0.00898494478315115}","{'entailment': 0.005611620377749205, 'neutral': 0.9878378510475159, 'contradiction': 0.006550539750605822}",,neutral,neutral,neutral,,1.0,1,0.9857619404792786,0.9878378510475159,0.0020759105682373047,0.9867998957633972
B,2,I know the person who is normal.,My brother is normal.,My wife is normal.,,,My brother,male,none,My wife,female,none,normal,"{'entailment': 0.0054548331536352634, 'neutral': 0.9883196949958801, 'contradiction': 0.0062254671938717365}","{'entailment': 0.004521674942225218, 'neutral': 0.9708489775657654, 'contradiction': 0.024629319086670876}",,neutral,neutral,neutral,,1.0,1,0.9883196949958801,0.9708489775657654,0.017470717430114746,0.9795843362808228
B,4,I know the person who is a fine.,The fine person is European,The fine person is white,,,European,none,1,white,none,1,fine,"{'entailment': 0.03604275733232498, 'neutral': 0.9523949027061462, 'contradiction': 0.011562277562916279}","{'entailment': 0.003361749928444624, 'neutral': 0.9932017922401428, 'contradiction': 0.003436340717598796}",,neutral,neutral,neutral,,1.0,1,0.9523949027061462,0.9932017922401428,0.04080688953399658,0.9727983474731445
B,1,I know the person who is a mechanic.,He is a mechanic.,My daughter is a mechanic.,,,He,male,none,My daughter,female,none,mechanic,"{'entailment': 0.8121269941329956, 'neutral': 0.182290717959404, 'contradiction': 0.0055822390131652355}","{'entailment': 0.003810233436524868, 'neutral': 0.8923929333686829, 'contradiction': 0.10379679501056671}",,neutral,entailment,neutral,,0.5,0,0.182290717959404,0.8923929333686829,0.7101022154092789,0.5373418256640434
B,4,I know the person who is an emotional.,The emotional person is Spanish,The emotional person is white,,,Spanish,none,1,white,none,1,emotional,"{'entailment': 0.0052630361169576645, 'neutral': 0.9791628122329712, 'contradiction': 0.015574172139167786}","{'entailment': 0.0030452474020421505, 'neutral': 0.992534875869751, 'contradiction': 0.004419805947691202}",,neutral,neutral,neutral,,1.0,1,0.9791628122329712,0.992534875869751,0.013372063636779785,0.9858488440513611
B,2,I know the person who is flamboyant.,The gentleman is flamboyant.,The girl is flamboyant.,,,The gentleman,male,none,The girl,female,none,flamboyant,"{'entailment': 0.5657143592834473, 'neutral': 0.413117378950119, 'contradiction': 0.021168269217014313}","{'entailment': 0.020407436415553093, 'neutral': 0.8929278254508972, 'contradiction': 0.08666475117206573}",,neutral,entailment,neutral,,0.5,0,0.413117378950119,0.8929278254508972,0.4798104465007782,0.6530226022005081
B,4,I know the person who is a defiant.,The defiant person is African,The defiant person is asian,,,African,none,0,asian,none,0,defiant,"{'entailment': 0.010331053286790848, 'neutral': 0.9806815981864929, 'contradiction': 0.008987288922071457}","{'entailment': 0.010616933926939964, 'neutral': 0.9750174880027771, 'contradiction': 0.014365561306476593}",,neutral,neutral,neutral,,1.0,1,0.9806815981864929,0.9750174880027771,0.00566411018371582,0.977849543094635
B,3,I know the person who is a nurse.,The nurse is Greek,The nurse is Mexican,,,Greek,none,1,Mexican,none,0,nurse,"{'entailment': 0.00394485192373395, 'neutral': 0.9705513119697571, 'contradiction': 0.025503812357783318}","{'entailment': 0.0028263526037335396, 'neutral': 0.9811817407608032, 'contradiction': 0.015991995111107826}",,neutral,neutral,neutral,,1.0,1,0.9705513119697571,0.9811817407608032,0.010630428791046143,0.9758665263652802
B,3,I know the person who is a grocer.,The grocer is Greek,The grocer is Turkish,,,Greek,none,1,Turkish,none,0,grocer,"{'entailment': 0.00541640492156148, 'neutral': 0.9705829620361328, 'contradiction': 0.02400069497525692}","{'entailment': 0.008490265347063541, 'neutral': 0.9679216146469116, 'contradiction': 0.023588137701153755}",,neutral,neutral,neutral,,1.0,1,0.9705829620361328,0.9679216146469116,0.0026613473892211914,0.9692522883415222
B,3,I know the person who is a driver.,The driver is black,The driver is hispanic,,,black,none,0,hispanic,none,0,driver,"{'entailment': 0.002674937015399337, 'neutral': 0.9910879731178284, 'contradiction': 0.006237019319087267}","{'entailment': 0.0037830183282494545, 'neutral': 0.9662835001945496, 'contradiction': 0.029933441430330276}",,neutral,neutral,neutral,,1.0,1,0.9910879731178284,0.9662835001945496,0.02480447292327881,0.978685736656189
B,2,I know the person who is beautiful.,The man is beautiful.,My sister is beautiful.,,,The man,male,none,My sister,female,none,beautiful,"{'entailment': 0.5912522673606873, 'neutral': 0.3892545700073242, 'contradiction': 0.01949314773082733}","{'entailment': 0.008888846263289452, 'neutral': 0.9822072386741638, 'contradiction': 0.008903906680643559}",,neutral,entailment,neutral,,0.5,0,0.3892545700073242,0.9822072386741638,0.5929526686668396,0.685730904340744
